Export Name,Source File,Total Occurrences,Unused?,Found In Files
largeTextAsFile,src\lib\components\common\RichTextInput.svelte,15,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\common\RichTextInput.svelte"
loading,src\lib\components\common\FileItem.svelte,140,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\Settings\Personalization\AddMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\ManageModal.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\RichTextInput\AutoCompletion.js, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte"
manifest,src\lib\components\workspace\common\ManifestModal.svelte,21,NO,"src\lib\components\admin\Functions.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\ManifestModal.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\tools\create\+page.svelte"
memory,src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte,15,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\Settings\Personalization.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte, src\lib\components\chat\Settings\Personalization\ManageModal.svelte"
mergeResponses,src\lib\components\chat\Messages\MultiResponseMessages.svelte,9,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte"
message,src\lib\components\common\ConfirmDialog.svelte,602,NO,"config\prepare-pyodide.js, src\lib\apis\index.ts, src\lib\apis\channels\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups\GroupItem.svelte, src\lib\components\admin\Users\UserList\EditUserModal.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\RateComment.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Personalization\ManageModal.svelte, src\lib\components\common\ConfirmDialog.svelte, src\lib\components\icons\ChatBubbleOval.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\ValvesModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\pyodide\pyodideKernel.worker.ts, src\lib\utils\index.ts, src\lib\workers\kokoro.worker.ts, src\lib\workers\KokoroWorker.ts, src\routes\+error.svelte, src\routes\+layout.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\prompts\create\+page.svelte, src\routes\(app)\workspace\prompts\edit\+page.svelte, src\routes\(app)\workspace\tools\create\+page.svelte, src\routes\auth\+page.svelte"
messageId,src\lib\components\chat\Messages\UserMessage.svelte,119,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\utils\index.ts"
messageInput,src\lib\components\common\RichTextInput.svelte,6,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\common\RichTextInput.svelte"
messages,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,357,NO,"src\lib\apis\index.ts, src\lib\apis\channels\index.ts, src\lib\apis\utils\index.ts, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\General.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\utils\index.ts, src\routes\s\[id]\+page.svelte"
meta,src\lib\components\workspace\Tools\ToolkitEditor.svelte,208,NO,"src\lib\apis\index.ts, src\lib\apis\channels\index.ts, src\lib\apis\chats\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Evaluations\Model.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte, src\lib\components\workspace\Models\ActionsSelector.svelte, src\lib\components\workspace\Models\FiltersSelector.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\tools\create\+page.svelte, src\routes\(app)\workspace\tools\edit\+page.svelte"
mobile,src\lib\stores\index.ts,47,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\MessageInput\InputMenu.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Navbar.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\stores\index.ts, src\routes\+layout.svelte, src\routes\(app)\workspace\+layout.svelte"
model,src\lib\components\workspace\Models\ModelMenu.svelte,550,NO,"src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\models\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Evaluations\Model.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\ShortcutsModal.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\RateComment.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\common\Selector.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Models\ModelMenu.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\lib\workers\kokoro.worker.ts, src\routes\+layout.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\models\edit\+page.svelte"
modelId,src\lib\components\chat\MessageInput\CallOverlay.svelte,82,NO,"src\lib\apis\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\routes\(app)\workspace\models\edit\+page.svelte"
modelIds,src\lib\components\chat\ChatPlaceholder.svelte,40,NO,"src\lib\apis\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\Messages.svelte"
models,src\lib\stores\index.ts,300,NO,"src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\configs\index.ts, src\lib\apis\images\index.ts, src\lib\apis\models\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Settings.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ManageModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\RateComment.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\+layout.svelte, src\routes\(app)\workspace\+page.svelte, src\routes\(app)\workspace\models\+page.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\models\edit\+page.svelte, src\routes\s\[id]\+page.svelte"
name,src\lib\components\workspace\Tools\ToolkitEditor.svelte,547,NO,"src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\auths\index.ts, src\lib\apis\channels\index.ts, src\lib\apis\chats\index.ts, src\lib\apis\folders\index.ts, src\lib\apis\knowledge\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\users\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Evaluations\Model.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\Display.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\GroupItem.svelte, src\lib\components\admin\Users\Groups\Users.svelte, src\lib\components\admin\Users\UserList\AddUserModal.svelte, src\lib\components\admin\Users\UserList\EditUserModal.svelte, src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Navbar.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ProfilePreview.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\Suggestions.svelte, src\lib\components\chat\Tags.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\CitationsModal.svelte, src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\CodeExecutions.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\RateComment.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Audio.svelte, src\lib\components\chat\Settings\General.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\common\Collapsible.svelte, src\lib\components\common\Dropdown.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\FileItemModal.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\common\RichTextInput\AutoCompletion.js, src\lib\components\common\Tags\TagInput.svelte, src\lib\components\common\Tags\TagList.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Overlay\AccountPending.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChannelModal.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\Folders.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\lib\components\workspace\Knowledge\CreateKnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte, src\lib\components\workspace\Models\ActionsSelector.svelte, src\lib\components\workspace\Models\FiltersSelector.svelte, src\lib\components\workspace\Models\Knowledge.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Models\ToolsSelector.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\lib\utils\marked\extension.ts, src\lib\utils\marked\katex-extension.ts, src\routes\+layout.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\tools\create\+page.svelte, src\routes\(app)\workspace\tools\edit\+page.svelte, src\routes\auth\+page.svelte"
nodeTypes,src\lib\components\chat\Overview\Flow.svelte,6,NO,"src\lib\components\chat\Overview.svelte, src\lib\components\chat\Overview\Flow.svelte, src\lib\components\common\RichTextInput.svelte"
nodes,src\lib\components\chat\Overview\Flow.svelte,13,NO,"src\lib\components\chat\Overview.svelte, src\lib\components\chat\Overview\Flow.svelte"
offset,src\lib\components\common\Tooltip.svelte,4,NO,"src\lib\components\common\Checkbox.svelte, src\lib\components\common\Tooltip.svelte"
ollama,src\lib\components\AddConnectionModal.svelte,42,NO,"src\lib\constants.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Models\ManageModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\About.svelte, src\lib\stores\index.ts"
ollamaConfig,src\lib\components\admin\Settings\Models\Manage\ManageMultipleOllama.svelte,12,NO,"src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Models\ManageModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageMultipleOllama.svelte"
onAdd,src\lib\components\common\Folder.svelte,8,NO,"src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\common\Folder.svelte, src\lib\components\layout\Sidebar.svelte"
onAddLabel,src\lib\components\common\Folder.svelte,4,NO,"src\lib\components\common\Folder.svelte, src\lib\components\layout\Sidebar.svelte"
onAddMessages,src\lib\components\chat\Messages\ContentRenderer.svelte,3,NO,"src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte"
onBack,src\lib\components\workspace\Models\ModelEditor.svelte,4,NO,"src\lib\components\admin\Settings\Models.svelte, src\lib\components\workspace\Models\ModelEditor.svelte"
onChange,src\lib\components\workspace\common\AccessControlModal.svelte,20,NO,"src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\workspace\common\AccessControl.svelte, src\lib\components\workspace\common\AccessControlModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte"
onClick,src\lib\components\chat\Messages\Markdown\Source.svelte,8,NO,"src\lib\components\NotificationToast.svelte, src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\chat\Messages\Markdown\Source.svelte, src\routes\+layout.svelte"
onClose,src\lib\components\workspace\Tools\ToolMenu.svelte,40,NO,"src\lib\components\admin\Functions.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\Thread.svelte, src\lib\components\channel\MessageInput\InputMenu.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\CallOverlay\VideoInputMenu.svelte, src\lib\components\layout\Help\HelpMenu.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Knowledge\ItemMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddContentMenu.svelte, src\lib\components\workspace\Models\ModelMenu.svelte, src\lib\components\workspace\Models\Knowledge\Selector.svelte, src\lib\components\workspace\Prompts\PromptMenu.svelte, src\lib\components\workspace\Tools\ToolMenu.svelte"
onCode,src\lib\components\chat\Messages\CodeBlock.svelte,4,NO,"src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte"
onConfirm,src\lib\components\common\ConfirmDialog.svelte,4,NO,"src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\common\ConfirmDialog.svelte"
onDelete,src\lib\components\chat\Settings\Connections\Connection.svelte,15,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\GroupItem.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte"
onEdit,src\lib\components\channel\Messages\Message.svelte,3,NO,"src\lib\components\channel\Messages.svelte, src\lib\components\channel\Messages\Message.svelte"
onLoad,src\lib\components\channel\Messages.svelte,4,NO,"src\lib\components\channel\Channel.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Thread.svelte"
onReaction,src\lib\components\channel\Messages\Message.svelte,5,NO,"src\lib\components\channel\Messages.svelte, src\lib\components\channel\Messages\Message.svelte"
