Export Name,Source File,Total Occurrences,Unused?,Found In Files
chat,src\lib\components\layout\Navbar\Menu.svelte,370,NO,"src\lib\apis\index.ts, src\lib\apis\chats\index.ts, src\lib\apis\openai\index.ts, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\Groups\EditGroupModal.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\channel\Navbar.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\ModelSelector.svelte, src\lib\components\chat\Navbar.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\ShortcutsModal.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\Chats.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Personalization.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\icons\ChatBubbleOvalEllipsis.svelte, src\lib\components\icons\ChatBubbles.svelte, src\lib\components\layout\Help.svelte, src\lib\components\layout\Navbar.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Help\HelpMenu.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\utils\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\+page.svelte, src\routes\(app)\c\[id]\+page.svelte, src\routes\s\[id]\+page.svelte"
chatAction,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\chat\Chat.svelte"
chatActionHandler,src\lib\components\chat\Messages.svelte,4,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte"
chatCompleted,src\lib\apis\index.ts,3,NO,"src\lib\apis\index.ts, src\lib\components\chat\Chat.svelte"
chatCompletion,src\lib\apis\openai\index.ts,8,NO,"src\lib\apis\openai\index.ts, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\routes\+layout.svelte"
chatFiles,src\lib\components\chat\Controls\Controls.svelte,21,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\Controls\Controls.svelte"
chatId,src\lib\stores\index.ts,124,NO,"src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Navbar.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Tags.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Message.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\stores\index.ts, src\routes\+layout.svelte, src\routes\(app)\c\[id]\+page.svelte, src\routes\s\[id]\+page.svelte"
chatIdProp,src\lib\components\chat\Chat.svelte,12,YES,src\lib\components\chat\Chat.svelte
chatTitle,src\lib\stores\index.ts,19,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\stores\index.ts"
chats,src\lib\stores\index.ts,131,NO,"src\lib\apis\chats\index.ts, src\lib\components\admin\Settings\Database.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Users\UserList\UserChatsModal.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\ShareChatModal.svelte, src\lib\components\chat\Tags.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Settings\Chats.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ArchivedChatsModal.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\SearchInput.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\s\[id]\+page.svelte"
citation,src\lib\components\chat\Messages\CitationsModal.svelte,21,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\CitationsModal.svelte"
className,src\lib\components\layout\Sidebar\UserMenu.svelte,412,NO,"src\lib\components\AddConnectionModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Evaluations\Feedbacks.svelte, src\lib\components\admin\Evaluations\Leaderboard.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Evaluations\ArenaModelModal.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\ModelList.svelte, src\lib\components\admin\Users\Groups.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\admin\Users\Groups\AddGroupModal.svelte, src\lib\components\admin\Users\Groups\Display.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\channel\Channel.svelte, src\lib\components\channel\Messages.svelte, src\lib\components\channel\Navbar.svelte, src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Messages.svelte, src\lib\components\chat\Navbar.svelte, src\lib\components\chat\Overview.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\Suggestions.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Controls\Controls.svelte, src\lib\components\chat\Controls\Valves.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\CitationsModal.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\CodeExecutions.svelte, src\lib\components\chat\Messages\Error.svelte, src\lib\components\chat\Messages\MultiResponseMessages.svelte, src\lib\components\chat\Messages\ProfileImage.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\chat\Messages\ResponseMessage\WebSearchResults.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Overview\Node.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\common\Banner.svelte, src\lib\components\common\Collapsible.svelte, src\lib\components\common\Drawer.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\common\Folder.svelte, src\lib\components\common\Image.svelte, src\lib\components\common\Marquee.svelte, src\lib\components\common\Modal.svelte, src\lib\components\common\Overlay.svelte, src\lib\components\common\Pagination.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\common\Selector.svelte, src\lib\components\common\Sidebar.svelte, src\lib\components\common\Spinner.svelte, src\lib\components\common\SVGPanZoom.svelte, src\lib\components\common\Textarea.svelte, src\lib\components\common\Tooltip.svelte, src\lib\components\common\Tags\TagList.svelte, src\lib\components\icons\AdjustmentsHorizontal.svelte, src\lib\components\icons\ArchiveBox.svelte, src\lib\components\icons\ArrowDownTray.svelte, src\lib\components\icons\ArrowLeft.svelte, src\lib\components\icons\ArrowPath.svelte, src\lib\components\icons\ArrowRightCircle.svelte, src\lib\components\icons\ArrowsPointingOut.svelte, src\lib\components\icons\ArrowUpCircle.svelte, src\lib\components\icons\BarsArrowUp.svelte, src\lib\components\icons\Bolt.svelte, src\lib\components\icons\Bookmark.svelte, src\lib\components\icons\BookmarkSlash.svelte, src\lib\components\icons\CameraSolid.svelte, src\lib\components\icons\ChartBar.svelte, src\lib\components\icons\ChatBubble.svelte, src\lib\components\icons\ChatBubbleOval.svelte, src\lib\components\icons\ChatBubbleOvalEllipsis.svelte, src\lib\components\icons\ChatBubbles.svelte, src\lib\components\icons\Check.svelte, src\lib\components\icons\ChevronDown.svelte, src\lib\components\icons\ChevronLeft.svelte, src\lib\components\icons\ChevronRight.svelte, src\lib\components\icons\ChevronUp.svelte, src\lib\components\icons\ChevronUpDown.svelte, src\lib\components\icons\Clipboard.svelte, src\lib\components\icons\CloudArrowUp.svelte, src\lib\components\icons\Cog6.svelte, src\lib\components\icons\CommandLine.svelte, src\lib\components\icons\Cube.svelte, src\lib\components\icons\Document.svelte, src\lib\components\icons\DocumentArrowUpSolid.svelte, src\lib\components\icons\DocumentChartBar.svelte, src\lib\components\icons\DocumentDuplicate.svelte, src\lib\components\icons\Download.svelte, src\lib\components\icons\EllipsisHorizontal.svelte, src\lib\components\icons\EllipsisVertical.svelte, src\lib\components\icons\EyeSlash.svelte, src\lib\components\icons\FaceSmile.svelte, src\lib\components\icons\FolderOpen.svelte, src\lib\components\icons\GarbageBin.svelte, src\lib\components\icons\GlobeAlt.svelte, src\lib\components\icons\Headphone.svelte, src\lib\components\icons\Heart.svelte, src\lib\components\icons\Info.svelte, src\lib\components\icons\Keyboard.svelte, src\lib\components\icons\LightBlub.svelte, src\lib\components\icons\Link.svelte, src\lib\components\icons\LockClosed.svelte, src\lib\components\icons\MagnifyingGlass.svelte, src\lib\components\icons\Map.svelte, src\lib\components\icons\MenuLines.svelte, src\lib\components\icons\Merge.svelte, src\lib\components\icons\Mic.svelte, src\lib\components\icons\Minus.svelte, src\lib\components\icons\Pencil.svelte, src\lib\components\icons\PencilSolid.svelte, src\lib\components\icons\PencilSquare.svelte, src\lib\components\icons\Photo.svelte, src\lib\components\icons\Plus.svelte, src\lib\components\icons\QuestionMarkCircle.svelte, src\lib\components\icons\Reset.svelte, src\lib\components\icons\Search.svelte, src\lib\components\icons\Share.svelte, src\lib\components\icons\Sparkles.svelte, src\lib\components\icons\User.svelte, src\lib\components\icons\UserCircleSolid.svelte, src\lib\components\icons\UserPlusSolid.svelte, src\lib\components\icons\UsersSolid.svelte, src\lib\components\icons\WrenchSolid.svelte, src\lib\components\icons\XMark.svelte, src\lib\components\layout\Navbar.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\layout\Help\HelpMenu.svelte, src\lib\components\layout\Navbar\Menu.svelte, src\lib\components\layout\Sidebar\ChannelItem.svelte, src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\Folders.svelte, src\lib\components\layout\Sidebar\RecursiveFolder.svelte, src\lib\components\layout\Sidebar\UserMenu.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\common\ValvesModal.svelte, src\lib\components\workspace\Knowledge\ItemMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddContentMenu.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\AddTextContentModal.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte, src\lib\components\workspace\Models\ModelEditor.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\routes\s\[id]\+page.svelte"
cleanText,src\lib\utils\index.ts,4,YES,src\lib\utils\index.ts
clone,src\lib\components\workspace\Tools\ToolkitEditor.svelte,8,NO,"src\lib\apis\chats\index.ts, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\routes\(app)\admin\functions\create\+page.svelte"
cloneChatById,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\lib\components\layout\Sidebar\ChatItem.svelte"
cloneChatHandler,src\lib\components\layout\Sidebar\ChatMenu.svelte,5,NO,"src\lib\components\layout\Sidebar\ChatItem.svelte, src\lib\components\layout\Sidebar\ChatMenu.svelte"
cloneHandler,src\lib\components\workspace\Tools\ToolMenu.svelte,14,NO,"src\lib\components\admin\Functions.svelte, src\lib\components\admin\Functions\FunctionMenu.svelte, src\lib\components\workspace\Models.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Models\ModelMenu.svelte, src\lib\components\workspace\Prompts\PromptMenu.svelte, src\lib\components\workspace\Tools\ToolMenu.svelte"
cloneSharedChatById,src\lib\apis\chats\index.ts,3,NO,"src\lib\apis\chats\index.ts, src\routes\s\[id]\+page.svelte"
closeHandler,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,4,NO,"src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\ContentRenderer\FloatingButtons.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte"
code,src\lib\components\chat\Messages\CodeBlock.svelte,142,NO,"config\svelte.config.js, config\tailwind.config.js, src\lib\apis\utils\index.ts, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Settings.svelte, src\lib\components\admin\Functions\FunctionEditor.svelte, src\lib\components\admin\Settings\CodeExecution.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Users\Groups\Permissions.svelte, src\lib\components\channel\Messages\Message\ReactionPicker.svelte, src\lib\components\chat\Artifacts.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\ShortcutsModal.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\CodeExecutions.svelte, src\lib\components\chat\Messages\ContentRenderer.svelte, src\lib\components\chat\Messages\Markdown.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte, src\lib\components\chat\Messages\Markdown\MarkdownTokens.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\common\CodeEditor.svelte, src\lib\components\common\RichTextInput.svelte, src\lib\components\workspace\Tools.svelte, src\lib\components\workspace\Tools\ToolkitEditor.svelte, src\lib\pyodide\pyodideKernel.worker.ts, src\lib\utils\index.ts, src\lib\workers\pyodide.worker.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte"
codeExecution,src\lib\components\chat\Messages\CodeExecutionModal.svelte,25,NO,"src\lib\components\chat\Messages\CodeExecutionModal.svelte, src\lib\components\chat\Messages\CodeExecutions.svelte"
codeExecutions,src\lib\components\chat\Messages\CodeExecutions.svelte,6,NO,"src\lib\components\chat\Messages\CodeExecutions.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte"
codeInterpreterEnabled,src\lib\components\chat\Placeholder.svelte,12,NO,"src\lib\components\chat\Chat.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Placeholder.svelte"
collapsible,src\lib\components\common\Folder.svelte,6,NO,"src\lib\components\chat\ChatControls.svelte, src\lib\components\chat\Messages\Citations.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\common\Folder.svelte, src\lib\components\layout\Sidebar.svelte"
collections,src\lib\components\workspace\Models\Knowledge.svelte,5,NO,"src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\workspace\Knowledge.svelte, src\lib\components\workspace\Models\Knowledge.svelte, src\lib\components\workspace\Models\ModelEditor.svelte"
colorClassName,src\lib\components\common\FileItem.svelte,5,NO,"src\lib\components\channel\Messages\Message.svelte, src\lib\components\chat\Messages\UserMessage.svelte, src\lib\components\common\FileItem.svelte, src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte"
command,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,114,NO,"src\lib\apis\prompts\index.ts, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\MessageInput\Commands.svelte, src\lib\components\chat\MessageInput\Commands\Knowledge.svelte, src\lib\components\chat\MessageInput\Commands\Models.svelte, src\lib\components\chat\MessageInput\Commands\Prompts.svelte, src\lib\components\workspace\Prompts.svelte, src\lib\components\workspace\Prompts\PromptEditor.svelte, src\lib\stores\index.ts, src\lib\utils\index.ts, src\routes\(app)\workspace\prompts\create\+page.svelte, src\routes\(app)\workspace\prompts\edit\+page.svelte"
compareVersion,src\lib\utils\index.ts,10,NO,"src\lib\components\admin\Settings\General.svelte, src\lib\components\chat\Settings\About.svelte, src\lib\utils\index.ts, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte"
compressImage,src\lib\utils\index.ts,5,NO,"src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\utils\index.ts"
config,src\lib\stores\index.ts,356,NO,"config\svelte.config.js, src\lib\apis\index.ts, src\lib\apis\audio\index.ts, src\lib\apis\auths\index.ts, src\lib\apis\configs\index.ts, src\lib\apis\evaluations\index.ts, src\lib\apis\images\index.ts, src\lib\apis\ollama\index.ts, src\lib\apis\openai\index.ts, src\lib\apis\retrieval\index.ts, src\lib\components\AddConnectionModal.svelte, src\lib\components\ChangelogModal.svelte, src\lib\components\admin\Functions.svelte, src\lib\components\admin\Settings.svelte, src\lib\components\admin\Settings\Audio.svelte, src\lib\components\admin\Settings\CodeExecution.svelte, src\lib\components\admin\Settings\Connections.svelte, src\lib\components\admin\Settings\Database.svelte, src\lib\components\admin\Settings\Documents.svelte, src\lib\components\admin\Settings\Evaluations.svelte, src\lib\components\admin\Settings\Images.svelte, src\lib\components\admin\Settings\Interface.svelte, src\lib\components\admin\Settings\Models.svelte, src\lib\components\admin\Settings\Pipelines.svelte, src\lib\components\admin\Settings\WebSearch.svelte, src\lib\components\admin\Settings\Connections\OllamaConnection.svelte, src\lib\components\admin\Settings\Connections\OpenAIConnection.svelte, src\lib\components\admin\Settings\Models\ConfigureModelsModal.svelte, src\lib\components\admin\Settings\Models\Manage\ManageOllama.svelte, src\lib\components\admin\Users\UserList.svelte, src\lib\components\channel\MessageInput.svelte, src\lib\components\chat\Chat.svelte, src\lib\components\chat\ChatPlaceholder.svelte, src\lib\components\chat\MessageInput.svelte, src\lib\components\chat\Placeholder.svelte, src\lib\components\chat\SettingsModal.svelte, src\lib\components\chat\MessageInput\CallOverlay.svelte, src\lib\components\chat\MessageInput\InputMenu.svelte, src\lib\components\chat\MessageInput\VoiceRecording.svelte, src\lib\components\chat\Messages\CodeBlock.svelte, src\lib\components\chat\Messages\ResponseMessage.svelte, src\lib\components\chat\ModelSelector\Selector.svelte, src\lib\components\chat\Settings\Account.svelte, src\lib\components\chat\Settings\Audio.svelte, src\lib\components\chat\Settings\Connections.svelte, src\lib\components\chat\Settings\Interface.svelte, src\lib\components\chat\Settings\Connections\Connection.svelte, src\lib\components\layout\Sidebar.svelte, src\lib\components\workspace\Models.svelte, src\lib\stores\index.ts, src\routes\+layout.svelte, src\routes\(app)\+layout.svelte, src\routes\(app)\admin\functions\create\+page.svelte, src\routes\(app)\admin\functions\edit\+page.svelte, src\routes\(app)\workspace\models\+page.svelte, src\routes\(app)\workspace\models\create\+page.svelte, src\routes\(app)\workspace\models\edit\+page.svelte, src\routes\auth\+page.svelte, src\routes\error\+page.svelte, src\routes\s\[id]\+page.svelte"
