Function,File Path,Count
deleteUserHandler,src\lib\components\admin\Users\UserList.svelte,2
toggleSort,src\lib\components\admin\Users\UserList.svelte,6
newGroup,src\lib\components\admin\Users\Groups\AddGroupModal.svelte,2
groupData,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,2
userIds,src\lib\components\admin\Users\Groups\EditGroupModal.svelte,5
userIds,src\lib\components\admin\Users\Groups\Users.svelte,8
setGroups,src\lib\components\admin\Users\Groups\GroupItem.svelte,3
updateGroup,src\lib\components\admin\Users\Groups\GroupItem.svelte,2
deleteGroup,src\lib\components\admin\Users\Groups\GroupItem.svelte,2
fillMissingProperties,src\lib\components\admin\Users\Groups\Permissions.svelte,3
filteredUsers,src\lib\components\admin\Users\Groups\Users.svelte,4
stopLoading,src\lib\components\admin\Users\UserList\AddUserModal.svelte,3
refreshChatList,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,3
deleteChat,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,2
updateSort,src\lib\components\admin\Users\UserList\UserChatsModal.svelte,3
typingUsers,src\lib\components\channel\Channel.svelte,12
typingUsers,src\lib\components\channel\MessageInput.svelte,3
typingUsers,src\lib\components\channel\Thread.svelte,12
typingUsersTimeout,src\lib\components\channel\Channel.svelte,5
typingUsersTimeout,src\lib\components\channel\Thread.svelte,5
channelEventHandler,src\lib\components\channel\Channel.svelte,3
channelEventHandler,src\lib\components\channel\Thread.svelte,3
channelEventHandler,src\routes\+layout.svelte,4
scrollToBottom,src\lib\components\channel\Channel.svelte,4
scrollToBottom,src\lib\components\channel\MessageInput.svelte,2
scrollToBottom,src\lib\components\channel\Thread.svelte,2
scrollToBottom,src\lib\components\chat\Chat.svelte,10
scrollToBottom,src\lib\components\chat\MessageInput.svelte,2
scrollToBottom,src\lib\components\chat\Messages.svelte,5
handleMediaQuery,src\lib\components\channel\Channel.svelte,3
handleMediaQuery,src\lib\components\chat\ChatControls.svelte,4
handleMediaQuery,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,4
matches,src\lib\components\channel\Channel.svelte,1
matches,src\lib\components\chat\ChatControls.svelte,1
matches,src\lib\components\chat\Messages\Markdown\Source.svelte,1
matches,src\lib\components\chat\Overview\Flow.svelte,1
matches,src\lib\components\chat\Settings\General.svelte,2
matches,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,1
matches,src\lib\utils\index.ts,4
matches,src\routes\+layout.svelte,1
onDragLeave,src\lib\components\channel\MessageInput.svelte,3
onDragLeave,src\lib\components\chat\MessageInput.svelte,3
onDragLeave,src\lib\components\common\Folder.svelte,3
onDragLeave,src\lib\components\layout\Sidebar.svelte,3
onDragLeave,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,3
onDragLeave,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,3
inputFilesHandler,src\lib\components\channel\MessageInput.svelte,3
inputFilesHandler,src\lib\components\chat\MessageInput.svelte,4
inputFilesHandler,src\lib\components\chat\MessageInput\InputMenu.svelte,2
inputFilesHandler,src\lib\components\layout\Sidebar.svelte,2
memory,src\lib\components\channel\MessageInput.svelte,1
memory,src\lib\components\chat\Chat.svelte,1
memory,src\lib\components\chat\MessageInput.svelte,1
memory,src\lib\components\chat\SettingsModal.svelte,1
memory,src\lib\components\chat\Settings\Personalization.svelte,2
memory,src\lib\components\chat\Settings\Advanced\AdvancedParams.svelte,1
memory,src\lib\components\chat\Settings\Personalization\EditMemoryModal.svelte,3
memory,src\lib\components\chat\Settings\Personalization\ManageModal.svelte,7
memory,src\lib\components\layout\Navbar\Menu.svelte,1
memory,src\lib\components\layout\Sidebar\ChatMenu.svelte,1
imageCompressionSize,src\lib\components\channel\MessageInput.svelte,2
imageCompressionSize,src\lib\components\chat\MessageInput.svelte,2
imageCompressionSize,src\lib\components\chat\Settings\Interface.svelte,7
dismiss,src\lib\components\channel\MessageInput.svelte,1
dismiss,src\lib\components\chat\Chat.svelte,1
dismiss,src\lib\components\chat\MessageInput.svelte,1
dismiss,src\lib\components\chat\Controls\Controls.svelte,1
dismiss,src\lib\components\common\Banner.svelte,3
dismiss,src\lib\components\common\FileItem.svelte,1
dismiss,src\lib\components\workspace\Knowledge\KnowledgeBase\Files.svelte,1
dismiss,src\lib\components\workspace\Models\Knowledge.svelte,1
render,src\lib\components\channel\MessageInput.svelte,1
render,src\lib\components\chat\MessageInput.svelte,1
render,src\lib\components\chat\Messages\CodeBlock.svelte,3
render,src\lib\components\common\RichTextInput.svelte,1
render,src\lib\components\layout\Sidebar.svelte,1
render,src\lib\utils\marked\extension.ts,1
screenCaptureHandler,src\lib\components\channel\MessageInput.svelte,2
screenCaptureHandler,src\lib\components\channel\MessageInput\InputMenu.svelte,2
screenCaptureHandler,src\lib\components\chat\MessageInput.svelte,2
screenCaptureHandler,src\lib\components\chat\MessageInput\InputMenu.svelte,2
onDrop,src\lib\components\channel\MessageInput.svelte,3
onDrop,src\lib\components\chat\MessageInput.svelte,3
onDrop,src\lib\components\common\Folder.svelte,3
onDrop,src\lib\components\layout\Sidebar.svelte,3
onDrop,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,3
onDrop,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,3
onDragOver,src\lib\components\channel\MessageInput.svelte,3
onDragOver,src\lib\components\chat\MessageInput.svelte,3
onDragOver,src\lib\components\common\Folder.svelte,3
onDragOver,src\lib\components\layout\Sidebar.svelte,3
onDragOver,src\lib\components\layout\Sidebar\RecursiveFolder.svelte,3
onDragOver,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,3
fileItem,src\lib\components\channel\MessageInput.svelte,9
fileItem,src\lib\components\chat\Chat.svelte,12
fileItem,src\lib\components\chat\MessageInput.svelte,9
fileItem,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,3
compressImage,src\lib\components\channel\MessageInput.svelte,2
compressImage,src\lib\components\chat\MessageInput.svelte,2
compressImage,src\lib\utils\index.ts,1
uploadFileHandler,src\lib\components\channel\MessageInput.svelte,2
uploadFileHandler,src\lib\components\chat\MessageInput.svelte,4
uploadFileHandler,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,6
loadMoreMessages,src\lib\components\channel\Messages.svelte,2
loadMoreMessages,src\lib\components\chat\Messages.svelte,2
isReacted,src\lib\components\channel\Messages.svelte,3
formatDate,src\lib\components\channel\Messages\Message.svelte,2
formatDate,src\lib\components\chat\Messages\ResponseMessage.svelte,2
formatDate,src\lib\components\chat\Messages\UserMessage.svelte,2
formatDate,src\lib\utils\index.ts,1
selectEmoji,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,2
emojiRows,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,8
currentRow,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,10
flattenedEmojis,src\lib\components\channel\Messages\Message\ReactionPicker.svelte,5
showFullScreen,src\lib\components\chat\Artifacts.svelte,2
createMessagesList,src\lib\components\chat\Artifacts.svelte,2
createMessagesList,src\lib\components\chat\Chat.svelte,10
createMessagesList,src\lib\components\chat\MessageInput.svelte,2
createMessagesList,src\lib\components\chat\Messages\ContentRenderer.svelte,2
createMessagesList,src\lib\components\chat\Messages\ResponseMessage.svelte,2
createMessagesList,src\lib\components\layout\Navbar\Menu.svelte,3
createMessagesList,src\lib\components\layout\Sidebar\ChatMenu.svelte,3
createMessagesList,src\lib\utils\index.ts,2
createMessagesList,src\routes\s\[id]\+page.svelte,2
navigateContent,src\lib\components\chat\Artifacts.svelte,3
iframeLoadHandler,src\lib\components\chat\Artifacts.svelte,2
codeBlocks,src\lib\components\chat\Artifacts.svelte,4
codeBlocks,src\lib\utils\index.ts,6
getContents,src\lib\components\chat\Artifacts.svelte,3
copyToClipboard,src\lib\components\chat\Artifacts.svelte,2
copyToClipboard,src\lib\components\chat\Chat.svelte,2
copyToClipboard,src\lib\components\chat\ShareChatModal.svelte,2
copyToClipboard,src\lib\components\chat\Messages\CodeBlock.svelte,2
copyToClipboard,src\lib\components\chat\Messages\ResponseMessage.svelte,3
copyToClipboard,src\lib\components\chat\Messages\UserMessage.svelte,3
copyToClipboard,src\lib\components\chat\Messages\Markdown\MarkdownInlineTokens.svelte,2
copyToClipboard,src\lib\components\chat\Settings\Account.svelte,3
copyToClipboard,src\lib\components\common\SVGPanZoom.svelte,2
copyToClipboard,src\lib\components\layout\Navbar\Menu.svelte,2
copyToClipboard,src\lib\utils\index.ts,1
uploadYoutubeTranscription,src\lib\components\chat\Chat.svelte,4
selectedToolIds,src\lib\components\chat\Chat.svelte,14
selectedToolIds,src\lib\components\chat\MessageInput.svelte,9
selectedToolIds,src\lib\components\chat\Placeholder.svelte,2
selectedToolIds,src\lib\components\chat\MessageInput\InputMenu.svelte,6
selectedToolIds,src\lib\components\workspace\Models\ModelEditor.svelte,1
selectedToolIds,src\lib\components\workspace\Models\ToolsSelector.svelte,3
mergeResponses,src\lib\components\chat\Chat.svelte,3
mergeResponses,src\lib\components\chat\Messages.svelte,2
mergeResponses,src\lib\components\chat\Messages\Message.svelte,2
mergeResponses,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
continueResponse,src\lib\components\chat\Chat.svelte,3
continueResponse,src\lib\components\chat\Messages.svelte,2
continueResponse,src\lib\components\chat\Messages\Message.svelte,3
continueResponse,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
continueResponse,src\lib\components\chat\Messages\ResponseMessage.svelte,2
continueResponse,src\routes\s\[id]\+page.svelte,1
chatCompletionEventHandler,src\lib\components\chat\Chat.svelte,2
promptTemplate,src\lib\components\chat\Chat.svelte,2
promptTemplate,src\lib\utils\index.ts,2
chatCompletedHandler,src\lib\components\chat\Chat.svelte,2
initNewChat,src\lib\components\chat\Chat.svelte,3
initNewChat,src\lib\components\chat\Navbar.svelte,2
initNewChat,src\lib\components\layout\Navbar.svelte,2
chatActionHandler,src\lib\components\chat\Chat.svelte,2
chatActionHandler,src\lib\components\chat\Messages.svelte,2
toolIds,src\lib\components\chat\Chat.svelte,1
toolIds,src\lib\components\workspace\Models\ModelEditor.svelte,9
saveSessionSelectedModels,src\lib\components\chat\Chat.svelte,4
chatEventHandler,src\lib\components\chat\Chat.svelte,3
chatEventHandler,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
chatEventHandler,src\routes\+layout.svelte,5
initChatHandler,src\lib\components\chat\Chat.svelte,4
addMessages,src\lib\components\chat\Chat.svelte,2
addMessages,src\lib\components\chat\Messages.svelte,2
addMessages,src\lib\components\chat\Messages\Message.svelte,3
addMessages,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
addMessages,src\lib\components\chat\Messages\ResponseMessage.svelte,2
convertMessagesToHistory,src\lib\components\chat\Chat.svelte,2
convertMessagesToHistory,src\lib\utils\index.ts,1
convertMessagesToHistory,src\routes\s\[id]\+page.svelte,2
saveChatHandler,src\lib\components\chat\Chat.svelte,6
onMessageHandler,src\lib\components\chat\Chat.svelte,3
removeDetails,src\lib\components\chat\Chat.svelte,2
removeDetails,src\lib\utils\index.ts,2
regenerateResponse,src\lib\components\chat\Chat.svelte,3
regenerateResponse,src\lib\components\chat\Messages.svelte,2
regenerateResponse,src\lib\components\chat\Messages\Message.svelte,3
regenerateResponse,src\lib\components\chat\Messages\MultiResponseMessages.svelte,3
regenerateResponse,src\lib\components\chat\Messages\ResponseMessage.svelte,2
regenerateResponse,src\routes\s\[id]\+page.svelte,1
getMessageContentParts,src\lib\components\chat\Chat.svelte,4
getMessageContentParts,src\lib\components\chat\Messages\ResponseMessage.svelte,2
getMessageContentParts,src\lib\utils\index.ts,1
getPromptVariables,src\lib\components\chat\Chat.svelte,2
getPromptVariables,src\lib\utils\index.ts,1
createMessagePair,src\lib\components\chat\Chat.svelte,3
createMessagePair,src\lib\components\chat\MessageInput.svelte,3
createMessagePair,src\lib\components\chat\Placeholder.svelte,2
stopResponse,src\lib\components\chat\Chat.svelte,4
stopResponse,src\lib\components\chat\ChatControls.svelte,3
stopResponse,src\lib\components\chat\MessageInput.svelte,4
stopResponse,src\lib\components\chat\Placeholder.svelte,2
stopResponse,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
selectedModelIds,src\lib\components\chat\Chat.svelte,7
selectedModelIds,src\lib\components\chat\MessageInput.svelte,5
loadChat,src\lib\components\chat\Chat.svelte,2
loadChat,src\lib\components\layout\Sidebar\ChatItem.svelte,2
ids,src\lib\components\chat\Chat.svelte,2
ids,src\lib\components\chat\Messages\ContentRenderer.svelte,9
submitMessage,src\lib\components\chat\Chat.svelte,2
submitMessage,src\lib\components\chat\Messages.svelte,2
submitMessage,src\lib\components\chat\Messages\Message.svelte,3
submitMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
submitMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,3
selectedModels,src\lib\components\chat\Chat.svelte,54
selectedModels,src\lib\components\chat\MessageInput.svelte,7
selectedModels,src\lib\components\chat\Messages.svelte,3
selectedModels,src\lib\components\chat\ModelSelector.svelte,12
selectedModels,src\lib\components\chat\Navbar.svelte,2
selectedModels,src\lib\components\chat\Placeholder.svelte,4
selectedModels,src\lib\components\layout\Navbar.svelte,2
selectedModels,src\routes\s\[id]\+page.svelte,3
userMessage,src\lib\components\chat\Chat.svelte,16
userMessage,src\lib\components\chat\Messages.svelte,2
chatFiles,src\lib\components\chat\Chat.svelte,12
chatFiles,src\lib\components\chat\ChatControls.svelte,3
chatFiles,src\lib\components\chat\Controls\Controls.svelte,7
submitPrompt,src\lib\components\chat\Chat.svelte,8
submitPrompt,src\lib\components\chat\ChatControls.svelte,3
submitPrompt,src\lib\components\chat\ChatPlaceholder.svelte,2
submitPrompt,src\lib\components\chat\Messages.svelte,1
submitPrompt,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
handleOpenAIError,src\lib\components\chat\Chat.svelte,2
showMessage,src\lib\components\chat\Chat.svelte,3
showMessage,src\lib\components\chat\ChatControls.svelte,3
showMessage,src\lib\components\chat\Messages.svelte,2
openPane,src\lib\components\chat\Chat.svelte,1
openPane,src\lib\components\chat\ChatControls.svelte,1
getChatEventEmitter,src\lib\components\chat\Chat.svelte,2
uploadWeb,src\lib\components\chat\Chat.svelte,3
mergedResponse,src\lib\components\chat\Chat.svelte,4
responseMessage,src\lib\components\chat\Chat.svelte,34
responseMessage,src\lib\components\chat\Messages.svelte,2
autoScroll,src\lib\components\chat\Chat.svelte,12
autoScroll,src\lib\components\chat\MessageInput.svelte,3
autoScroll,src\lib\components\chat\Messages.svelte,6
autoScroll,src\lib\components\chat\Placeholder.svelte,2
autoScroll,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,5
autoScroll,src\routes\s\[id]\+page.svelte,3
setToolIds,src\lib\components\chat\Chat.svelte,3
sendPromptSocket,src\lib\components\chat\Chat.svelte,3
sendPrompt,src\lib\components\chat\Chat.svelte,7
sendPrompt,src\lib\components\chat\Messages.svelte,2
sendPrompt,src\routes\s\[id]\+page.svelte,1
onMouseUp,src\lib\components\chat\ChatControls.svelte,3
percentage,src\lib\components\chat\ChatControls.svelte,4
percentage,src\lib\components\chat\Messages\CitationsModal.svelte,7
percentage,src\lib\components\workspace\common\ManifestModal.svelte,1
percentage,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,8
percentage,src\lib\utils\transitions\index.ts,2
closeHandler,src\lib\components\chat\ChatControls.svelte,2
closeHandler,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,1
closeHandler,src\lib\components\chat\Messages\ContentRenderer.svelte,1
onResize,src\lib\components\chat\ChatControls.svelte,1
onResize,src\routes\+layout.svelte,3
onMouseDown,src\lib\components\chat\ChatControls.svelte,3
sanitizeResponseContent,src\lib\components\chat\ChatPlaceholder.svelte,3
sanitizeResponseContent,src\lib\components\chat\Placeholder.svelte,3
sanitizeResponseContent,src\lib\components\chat\Messages\ResponseMessage.svelte,2
sanitizeResponseContent,src\lib\components\chat\ModelSelector\Selector.svelte,2
sanitizeResponseContent,src\lib\utils\index.ts,1
suggestionPrompts,src\lib\components\chat\ChatPlaceholder.svelte,1
suggestionPrompts,src\lib\components\chat\Placeholder.svelte,1
suggestionPrompts,src\lib\components\chat\Suggestions.svelte,3
oncompositionend,src\lib\components\chat\MessageInput.svelte,1
oncompositionend,src\lib\components\common\RichTextInput.svelte,2
visionCapableModels,src\lib\components\chat\MessageInput.svelte,6
commandOptionButton,src\lib\components\chat\MessageInput.svelte,18
findWordIndices,src\lib\components\chat\MessageInput.svelte,2
findWordIndices,src\lib\utils\index.ts,1
userMessageElement,src\lib\components\chat\MessageInput.svelte,6
oncompositionstart,src\lib\components\chat\MessageInput.svelte,1
oncompositionstart,src\lib\components\common\RichTextInput.svelte,2
enterPressed,src\lib\components\chat\MessageInput.svelte,6
selectDown,src\lib\components\chat\MessageInput.svelte,2
selectDown,src\lib\components\chat\MessageInput\Commands.svelte,2
selectDown,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,1
selectDown,src\lib\components\chat\MessageInput\Commands\Models.svelte,1
selectDown,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,1
regenerateButton,src\lib\components\chat\MessageInput.svelte,4
selectUp,src\lib\components\chat\MessageInput.svelte,2
selectUp,src\lib\components\chat\MessageInput\Commands.svelte,2
selectUp,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,1
selectUp,src\lib\components\chat\MessageInput\Commands\Models.svelte,1
selectUp,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,1
editButton,src\lib\components\chat\MessageInput.svelte,4
rateMessage,src\lib\components\chat\Messages.svelte,2
rateMessage,src\lib\components\chat\Messages\Message.svelte,3
rateMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
rateMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,1
editMessage,src\lib\components\chat\Messages.svelte,2
editMessage,src\lib\components\chat\Messages\Message.svelte,4
editMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
editMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,3
editMessage,src\lib\components\chat\Messages\UserMessage.svelte,2
saveMessage,src\lib\components\chat\Messages.svelte,2
saveMessage,src\lib\components\chat\Messages\Message.svelte,3
saveMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
saveMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,4
_messages,src\lib\components\chat\Messages.svelte,4
showPreviousMessage,src\lib\components\chat\Messages.svelte,2
showPreviousMessage,src\lib\components\chat\Messages\Message.svelte,3
showPreviousMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,3
showPreviousMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,2
showPreviousMessage,src\lib\components\chat\Messages\UserMessage.svelte,3
triggerScroll,src\lib\components\chat\Messages.svelte,2
triggerScroll,src\lib\components\chat\Messages\Message.svelte,2
triggerScroll,src\lib\components\chat\Messages\MultiResponseMessages.svelte,4
updateChat,src\lib\components\chat\Messages.svelte,8
updateChat,src\lib\components\chat\Messages\Message.svelte,3
updateChat,src\lib\components\chat\Messages\MultiResponseMessages.svelte,5
updateChat,src\lib\components\chat\Messages\ResponseMessage.svelte,2
showNextMessage,src\lib\components\chat\Messages.svelte,2
showNextMessage,src\lib\components\chat\Messages\Message.svelte,3
showNextMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,3
showNextMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,2
showNextMessage,src\lib\components\chat\Messages\UserMessage.svelte,3
actionMessage,src\lib\components\chat\Messages.svelte,2
actionMessage,src\lib\components\chat\Messages\Message.svelte,3
actionMessage,src\lib\components\chat\Messages\MultiResponseMessages.svelte,2
actionMessage,src\lib\components\chat\Messages\ResponseMessage.svelte,2
saveDefaultModel,src\lib\components\chat\ModelSelector.svelte,2
focusNode,src\lib\components\chat\Overview.svelte,2
drawFlow,src\lib\components\chat\Overview.svelte,3
nodeTypes,src\lib\components\chat\Overview.svelte,2
nodeTypes,src\lib\components\chat\Overview\Flow.svelte,2
nodeTypes,src\lib\components\common\RichTextInput.svelte,2
edgeList,src\lib\components\chat\Overview.svelte,3
createLabel,src\lib\components\chat\Overview.svelte,1
recurseCheckChild,src\lib\components\chat\Overview.svelte,3
layerWidths,src\lib\components\chat\Overview.svelte,4
nodeList,src\lib\components\chat\Overview.svelte,3
selectSuggestionPrompt,src\lib\components\chat\Placeholder.svelte,2
searchSettings,src\lib\components\chat\SettingsModal.svelte,2
addScrollListener,src\lib\components\chat\SettingsModal.svelte,2
scrollHandler,src\lib\components\chat\SettingsModal.svelte,3
searchDebounceHandler,src\lib\components\chat\SettingsModal.svelte,2
searchDebounceHandler,src\lib\components\layout\Sidebar.svelte,2
removeScrollListener,src\lib\components\chat\SettingsModal.svelte,2
shareChat,src\lib\components\chat\ShareChatModal.svelte,1
isDifferentChat,src\lib\components\chat\ShareChatModal.svelte,2
shareLocalChat,src\lib\components\chat\ShareChatModal.svelte,3
getUrlPromise,src\lib\components\chat\ShareChatModal.svelte,2
getFilteredPrompts,src\lib\components\chat\Suggestions.svelte,3
fuseOptions,src\lib\components\chat\Suggestions.svelte,2
filteredPrompts,src\lib\components\chat\Suggestions.svelte,8
filteredPrompts,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,5
arraysEqual,src\lib\components\chat\Suggestions.svelte,2
sortedPrompts,src\lib\components\chat\Suggestions.svelte,4
deleteTag,src\lib\components\chat\Tags.svelte,2
addTag,src\lib\components\chat\Tags.svelte,2
getTags,src\lib\components\chat\Tags.svelte,4
onAdd,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,2
onAdd,src\lib\components\chat\Messages\ContentRenderer.svelte,1
onAdd,src\lib\components\common\Folder.svelte,3
onAdd,src\lib\components\layout\Sidebar.svelte,2
askHandler,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,3
explainHandler,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,2
addHandler,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,2
processStream,src\lib\components\chat\ContentRenderer\FloatingButtons.svelte,4
processStream,src\routes\+layout.svelte,2
debounceSubmitHandler,src\lib\components\chat\Controls\Valves.svelte,2
getUserValves,src\lib\components\chat\Controls\Valves.svelte,2
takeScreenshot,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
stopCamera,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
speakSpeechSynthesisHandler,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
analyseAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
analyseAudio,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
stopAudioStream,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
startRecording,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
startRecording,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
detectSound,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
detectSound,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
stopRecordingCallback,src\lib\components\chat\MessageInput\CallOverlay.svelte,5
startVideoStream,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
finishedMessages,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
stopVideoStream,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
transcribeHandler,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
transcribeHandler,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
chatStartHandler,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
monitorAndPlayAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
normalizedValue,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
normalizedValue,src\lib\components\chat\MessageInput\VoiceRecording.svelte,3
fetchAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
playAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
playAudio,src\lib\components\chat\Messages\ResponseMessage.svelte,3
playAudio,src\routes\+layout.svelte,3
stopAllAudio,src\lib\components\chat\MessageInput\CallOverlay.svelte,9
processFrame,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
processFrame,src\lib\components\chat\MessageInput\VoiceRecording.svelte,3
getVideoInputDevices,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
blobToFile,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
blobToFile,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
blobToFile,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,2
blobToFile,src\lib\utils\index.ts,1
calculateRMS,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
calculateRMS,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
chatFinishHandler,src\lib\components\chat\MessageInput\CallOverlay.svelte,4
setWakeLock,src\lib\components\chat\MessageInput\CallOverlay.svelte,3
startCamera,src\lib\components\chat\MessageInput\CallOverlay.svelte,2
audioChunks,src\lib\components\chat\MessageInput\CallOverlay.svelte,7
audioChunks,src\lib\components\chat\MessageInput\VoiceRecording.svelte,7
videoInputDevices,src\lib\components\chat\MessageInput\CallOverlay.svelte,8
removeLastWordFromString,src\lib\components\chat\MessageInput\Commands.svelte,2
removeLastWordFromString,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,4
removeLastWordFromString,src\lib\utils\index.ts,1
handleFileChange,src\lib\components\chat\MessageInput\InputMenu.svelte,2
_tools,src\lib\components\chat\MessageInput\InputMenu.svelte,4
_tools,src\lib\components\workspace\Tools.svelte,8
_tools,src\lib\components\workspace\Models\ToolsSelector.svelte,8
detectMobile,src\lib\components\chat\MessageInput\InputMenu.svelte,2
startDurationCounter,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
confirmRecording,src\lib\components\chat\MessageInput\VoiceRecording.svelte,4
saveRecording,src\lib\components\chat\MessageInput\VoiceRecording.svelte,1
stopRecording,src\lib\components\chat\MessageInput\VoiceRecording.svelte,4
formatSeconds,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
normalizeRMS,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
stopDurationCounter,src\lib\components\chat\MessageInput\VoiceRecording.svelte,2
isValidHttpUrl,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,3
isValidHttpUrl,src\lib\utils\index.ts,1
confirmSelectYoutube,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,2
confirmSelectWeb,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,2
filteredItems,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,5
filteredItems,src\lib\components\chat\MessageInput\Commands\Models.svelte,5
filteredItems,src\lib\components\chat\ModelSelector\Selector.svelte,5
filteredItems,src\lib\components\common\Selector.svelte,2
filteredItems,src\lib\components\workspace\Knowledge.svelte,4
filteredItems,src\lib\components\workspace\Prompts.svelte,4
filteredItems,src\lib\components\workspace\Tools.svelte,4
filteredItems,src\lib\components\workspace\Knowledge\KnowledgeBase.svelte,4
filteredItems,src\lib\components\workspace\Models\Knowledge\Selector.svelte,4
collections,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,2
collections,src\lib\components\workspace\Knowledge.svelte,1
collections,src\lib\components\workspace\Models\Knowledge.svelte,1
collections,src\lib\components\workspace\Models\ModelEditor.svelte,1
confirmSelect,src\lib\components\chat\MessageInput\Commands\Knowledge.svelte,2
confirmSelect,src\lib\components\chat\MessageInput\Commands\Models.svelte,2
_item,src\lib\components\chat\MessageInput\Commands\Models.svelte,2
_item,src\lib\components\chat\ModelSelector\Selector.svelte,2
getCurrentDateTime,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,2
getCurrentDateTime,src\lib\utils\index.ts,2
getWeekday,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,2
getWeekday,src\lib\utils\index.ts,3
confirmPrompt,src\lib\components\chat\MessageInput\Commands\Prompts.svelte,2
